,filename,animal_type,animal
239,ea34b20d2af1063ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
240,ea34b20f28f2043ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
241,ea34b3082bf7073ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,0,elefante
242,ea34b30e2cf3043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,2,mucca
243,ea34b30e2df4013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,4,scoiattolo
244,ea34b30e2df4093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
245,ea34b30e2ff3093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
246,ea34b40628f2043ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,4,scoiattolo
247,ea34b4072cf0073ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,4,scoiattolo
248,ea34b4072efd003ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
249,ea34b40a21fd003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
250,ea34b40a21fd013ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,4,scoiattolo
251,ea34b40a2ef7003ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
252,ea34b40c20f6053ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
253,ea34b40d21f0023ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,4,scoiattolo
254,ea34b40e2bf5003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
255,ea34b50629f0013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,0,elefante
256,ea34b5082af3053ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
257,ea34b50a2ef3043ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
258,ea34b50c2bf1083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
259,ea34b50d29f7003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,4,scoiattolo
260,ea34b50e2cf0083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,0,elefante
261,ea34b6082af0083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,4,scoiattolo
262,ea34b6082ef7073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,3,pecora
263,ea34b60b2af5033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
264,ea34b60c29fd003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,0,elefante
265,ea34b60c29fd033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,0,elefante
266,ea34b60d20f3033ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
267,ea34b60e21f5043ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
268,ea34b60f20f0033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
269,ea34b70720f7083ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
270,ea34b70729fd063ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,4,scoiattolo
271,ea34b7082cf41c22d2524518b7444f92e37fe5d404b0144390f8c770a2e9b5_640.jpg,4,scoiattolo
272,ea34b7092ef7043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,3,pecora
273,ea34b70a20fd083ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
274,ea34b70e2efc033ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
275,ea34b70e2efc053ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
276,ea34b80629f5013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
277,ea34b8062ff2073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
278,ea34b80820f1003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
279,ea34b80820fd013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
280,ea34b80920f1063ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
281,ea34b80920f7093ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
282,ea34b80b2cfc093ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
283,ea34b80c2ef2083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
284,ea34b90629f3043ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
285,ea34b9062cf5003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,3,pecora
286,ea34b90728f2093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
287,ea34b9092bf6063ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
288,ea34b90b21f7063ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,4,scoiattolo
289,ea34b90b28fd093ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
290,ea34b90b29f7053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
291,ea34b90b29fd073ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
292,ea34b90b2bf3033ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
293,ea34b90b2bf7063ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
294,ea34b90d2cf1003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,4,scoiattolo
295,ea34b90e20f1063ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
296,ea34b90e20f6073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
297,ea34b90e20f7003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
298,ea34b90e2df0073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,3,pecora
299,ea34b90e2ff3003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,4,scoiattolo
300,ea35b00c2af5073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
301,ea35b1062cfc013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
302,ea35b20620f3053ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
303,ea35b2062bf5033ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,4,scoiattolo
304,ea35b2062ef2073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,3,pecora
305,ea35b20720f4043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
306,ea35b20a2bf7023ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
307,ea35b20a2bf7053ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
308,ea35b20a2bf7063ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
309,ea35b20c2dfd003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
310,ea35b20e29f5043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
311,ea35b30729f2073ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
312,ea35b30a20f2073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,2,mucca
313,ea35b30c2df6013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
314,ea35b30d2ffd013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
315,ea35b30e2ff5033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
316,ea35b40b2ff7073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
317,ea35b40c2df0043ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
318,ea35b40f2ef6013ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
319,ea35b50829f5073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,4,scoiattolo
320,ea35b5082af4013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
321,ea35b5092bf2033ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
322,ea35b50b29f6003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.png,1,farfalla
323,ea35b50c2ffd013ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,4,scoiattolo
324,ea35b50d2df2093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
325,ea35b50e2bf6033ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,4,scoiattolo
326,ea35b60821f5083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,4,scoiattolo
327,ea35b6082bf6083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
328,ea35b6082ef7043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,2,mucca
329,ea35b60920f6013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
330,ea35b60a21f0043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
331,ea35b60a2ff7073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,3,pecora
332,ea35b60e2bfc043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,3,pecora
333,ea35b7062afc083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
334,ea35b7072bfc033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
335,ea35b7072cf3083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
336,ea35b70820f2033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,3,pecora
337,ea35b70820f3043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
338,ea35b7082efd063ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,4,scoiattolo
339,ea35b70b20fc083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
340,ea35b70b2ff7043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
341,ea35b70f20f2023ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,3,pecora
342,ea35b70f2df6073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
343,ea35b70f2ff0063ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,3,pecora
344,ea35b80620f6013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
345,ea35b8062df1063ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,4,scoiattolo
346,ea35b8072ff1043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,2,mucca
347,ea35b80a2df1033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.png,1,farfalla
348,ea35b80a2df1043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.png,1,farfalla
349,ea35b80a2df1053ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.png,1,farfalla
350,ea35b80a2ef1043ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
351,ea35b80c28f3003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
352,ea35b80c28f3013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
353,ea35b80c28fd063ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
354,ea35b80c28fd073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
355,ea35b80c29f4033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
356,ea35b80c2df2063ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,3,pecora
357,ea35b80c2df2073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,4,scoiattolo
358,ea35b80d2cf6013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
359,ea35b9082bf5053ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,4,scoiattolo
360,ea35b90a2cf4093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
361,ea35b90b29fd073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
362,ea35b90d2ef3023ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,3,pecora
363,ea35b90f21f1003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,2,mucca
364,ea35b90f21f3043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
365,ea36b00620f2033ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
366,ea36b00729fc033ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
367,ea36b0072ef6053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
368,ea36b0082af5053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,4,scoiattolo
369,ea36b0092bfd073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
370,ea36b00a28f1043ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
371,ea36b00a2af3023ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,4,scoiattolo
372,ea36b00b2ff6043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
373,ea36b00d29f4033ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
374,ea36b00d2af2013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,4,scoiattolo
375,ea36b00d2bf4003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
376,ea36b00d2bf5083ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
377,ea36b00d2bf6023ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
378,ea36b00d2dfd013ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
379,ea36b00e20f1013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
380,ea36b00f2ff3003ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
381,ea36b10821f31c22d2524518b7444f92e37fe5d404b0144390f8c078a2e8bc_640.jpg,3,pecora
382,ea36b10a29f4083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,2,mucca
383,ea36b10a2af0053ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
384,ea36b10a2bf5063ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,3,pecora
385,ea36b10a2bf5093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,1,farfalla
386,ea36b10a2df5093ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,4,scoiattolo
387,ea36b10b2df3023ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
388,ea36b10b2df3043ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
389,ea36b10b2df3053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,4,scoiattolo
390,ea36b10b2df3073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
391,ea36b10c20fd073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,4,scoiattolo
392,ea36b10c2cfd043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
393,ea36b10c2cfd063ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,4,scoiattolo
394,ea36b10d21f6053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
395,ea36b10d2af4063ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
396,ea36b10d2df3023ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,3,pecora
397,ea36b10d2df3043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
398,ea36b10e21f5093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,0,elefante
399,ea36b10e2af0023ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
400,ea36b10f2af6043ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
401,ea36b20621f0013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,0,elefante
402,ea36b20621f2023ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,3,pecora
403,ea36b2092df1093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,0,elefante
404,ea36b20a2cf4083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
405,ea36b20b21f1093ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
406,ea36b20b28f6073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,4,scoiattolo
407,ea36b20b2df4053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,4,scoiattolo
408,ea36b20b2ef1073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
409,ea36b20b2ff5013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
410,ea36b20c21f0093ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,4,scoiattolo
411,ea36b20c21f1073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
412,ea36b20c21f4013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,4,scoiattolo
413,ea36b20c29f3063ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,4,scoiattolo
414,ea36b20c29f3073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
415,ea36b20c29f3083ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
416,ea36b20c29fc003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
417,ea36b20c29fc033ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
418,ea36b20d2bf6083ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,4,scoiattolo
419,ea36b20e20f5023ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
420,ea36b20e29f1083ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
421,ea36b20e2efc083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,3,pecora
422,ea36b20f21f3043ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
423,ea36b20f21f3063ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
424,ea36b20f29f1093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
425,ea36b3062af3053ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,3,pecora
426,ea36b30820f1023ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
427,ea36b3082ff2063ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,3,pecora
428,ea36b3082ff2083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,2,mucca
429,ea36b30a20f0033ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
430,ea36b30a20f7003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
431,ea36b30a21f2093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,4,scoiattolo
432,ea36b30a21f3043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
433,ea36b30a2af3053ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
434,ea36b30a2bf5013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
435,ea36b30a2bf5033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
436,ea36b30b21f0083ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
437,ea36b30b21f0093ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
438,ea36b30c2ef2053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
439,ea36b30d21f0053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,4,scoiattolo
440,ea36b30e20fc063ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
441,ea36b30e2bf2083ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
442,ea36b30e2cfd093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,2,mucca
443,ea36b30e2ef6053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
444,ea36b30f28f1053ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
445,ea36b30f2bfc053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
446,ea36b30f2cf0083ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
447,ea36b30f2cf1013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
448,ea36b30f2cfd083ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
449,ea36b30f2ef3013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
450,ea36b40728f0043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
451,ea36b4082ef3053ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,0,elefante
452,ea36b40921fd013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
453,ea36b40a21f6043ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
454,ea36b40a2ef5073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
455,ea36b40a2ff0063ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,4,scoiattolo
456,ea36b40d2ef5053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
457,ea36b40e28f7013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
458,ea36b40e2efc043ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
459,ea36b40f2af4093ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
460,ea36b40f2bfd033ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,4,scoiattolo
461,ea36b50721f0053ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
462,ea36b50721f1013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,1,farfalla
463,ea36b50721f1073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,3,pecora
464,ea36b50721f7003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,3,pecora
465,ea36b50721f7053ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
466,ea36b50821fd093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,3,pecora
467,ea36b50a2ef1063ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
468,ea36b50a2ef2023ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,4,scoiattolo
469,ea36b50a2ef2033ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
